topic,sentiment
just,1
just,0
items,2
order,0
like,2
orders,1
new,0
prices,2
delivery,1
item,0
account,0
app,0
like,2
search,0
phone,1
app,0
order,1
love,2
money,0
good,2
want,0
item,0
order,2
day,1
easy,2
account,1
day,1
don,1
love,2
shop,2
don,2
don,1
need,2
fix,0
amazon,1
keeps,0
don,2
items,1
use,0
prime,1
rze www,1
amazon,2
like,2
need,1
search,0
prime,1
response inquiries rare,2
delivery,1
easy,2
debit card use,0
good,1
use,1
items,2
update,1
really,1
items,0
phone,1
items,2
way,1
search,0
page,1
order,1
day,1
time,0
want,1
shopping amazon,2
phone,2
app,2
mall ll,2
like,0
item,0
delivery,0
fix,1
account,1
prices,2
love,2
time,0
time,1
just,1
order,2
shopping,1
just,0
customer,0
service,2
service,0
order,0
rz rze www,1
days,0
like,1
orders,0
want,2
make,1
items,1
page,0
ve,0
really,2
delivery,1
products,2
need,1
account,0
account,0
really,2
update,0
phone,2
like,1
easy,2
card,0
amazon,1
time,2
terms aaaaarrrgggghhhh got,0
crashing uninstalling reinstalling,0
products,1
app,0
app,0
need,2
easy,2
want,2
like,1
ve,0
want,2
order,1
brilliant service best,2
items,2
need,1
change,1
things,2
account,0
really,2
good,2
like,0
just,2
time,2
just,2
search,0
high shipping handling,1
buy,1
delivery,0
like,2
app,1
use,0
search,0
just,1
customer,0
search,0
great stuff,2
prime,0
like,2
new,0
shopping,2
app,2
want,0
se,1
just,1
search,0
order,1
amazon,2
items,1
like,2
great,1
update,0
delivery,1
don,2
item,0
like,0
time,0
orders,1
keeps,0
want,1
shopping,0
experience amazon extremely,2
days,0
use,1
new,0
day,1
delivery,2
prime,2
app,1
search,0
shop,2
don,1
nepal reply,2
item,0
like,1
ve,0
use,2
want,1
need,2
prime,0
search,0
good,2
love amazon,2
prime,2
prime,0
update,0
shopping,2
app,0
just,1
customer,2
item,0
order,0
like,2
update,0
prime,1
service,0
buy,1
prime,1
item,0
day,1
products,2
shopping,0
want,0
amazon,0
delivery,1
great,2
good,2
page,1
order,1
delivery,2
prime,0
order,0
things,1
helps ahead,2
need,2
ocide children,0
customer,0
use,0
need,2
shopping,2
shopping great lately,2
trying orders bugy,1
amazon,0
convenient affordable quick,2
ve,0
use,0
amazon,0
quite deliveries,1
app,0
like,2
service,0
update,0
orders,1
phone,1
white screen opening,2
don,2
fix,0
investment things,2
amazon river,2
want,1
love,2
search,0
products,1
want,1
account,1
just,1
stole 101 dollars,0
buy,1
good available,1
don,0
need,1
app,1
things,2
easy,2
want,0
purpose competitive prices,2
page,1
just,2
amazon,1
ve,0
randomly past,0
items,2
actually app great,1
good,1
app,2
service,0
order,1
like,2
navigate usually,2
phone,2
amazon,0
order,1
love,2
prime,1
like,2
account,0
use,1
item,0
service,2
keeps,0
love amazon,2
customer,0
keeps,0
time,0
day,1
like,1
shopping,0
app,2
delivery,0
new,0
share button fix,1
search,1
service,0
time,2
app,0
want,2
delivery,0
amazon,2
customer,0
time time come,2
need,1
page,0
update,0
search,1
order,1
items,2
products,1
app,1
orders,1
use,2
shopping,2
deals things,2
phone,1
keeps,0
just,2
amazon,0
fix,0
money,0
service,2
items,1
amazon,0
shopping,1
want,1
fair just,2
use,0
like,2
shopping,0
don,0
slow update app,2
search,0
service,2
quickly fairly saves,2
just,2
fix,1
love amazon,2
account,1
time,1
phone,0
items,1
amazon,1
shopping,2
page,0
good,1
white,1
prices,2
page,0
rare don looking,2
card,0
like,2
account,0
ultra,0
innocent canceled deleted,0
order,0
phone,1
don,2
items,0
shopping,2
just,0
buy,2
items,2
update,0
generally fairly,2
amazon,1
shopping,0
time,0
items,1
time,2
days,0
shop,2
works,2
service,0
delivery,0
great,2
want,0
like,1
easy,2
delivery,2
fix,1
don,2
site worked keeps,1
search,1
just,2
just,1
item,0
buy,1
like,1
need,2
use,1
page,0
don,0
new,0
delivery,1
change,1
like,0
app,2
item,0
share books,0
amazon,2
provide info item,2
phone,0
phone,0
ve,0
love,2
update,0
fix,1
account,1
orders,1
app,2
card,0
delivery,2
order,2
account,1
cheap,2
keeps,0
delivery,2
shopping,1
update,0
update,0
items,0
app,2
delivery,0
time,0
search,0
shopping,1
delivery,1
need,1
like easy,2
delivery,1
search,1
point tskfyu,2
gets resolved soon,1
page,1
prices,2
use,1
time,1
shopping amazon,2
just,0
just,0
need,2
orders,1
items,1
ve,0
search,1
app,1
great,1
use,2
item,0
want,0
use,0
don,2
exactly wanted orders,2
app,2
order,0
really,2
phone,0
good,2
shopping,2
shopping,2
don,0
like,0
don,2
search,1
amazon,1
time,2
orders,1
like,1
want,1
gets hacked complain,0
amazon,0
shut update hangs,0
quickly idea,2
order,1
app,1
prime,0
app,0
love,2
shopping,2
like,1
app,2
don,2
amazon,0
orders,1
service,2
like,0
good,1
ve,0
experiences amazon shopping,2
delivery,0
customer,0
items,2
amazon,0
delivery,2
items,2
load uh,0
like,2
prime,1
order,2
delivery,0
need looking,2
app,0
good,2
amazon,1
app,2
prime,2
things,1
app,1
amazon,0
time,1
time,1
item,0
order,1
time,2
prices,2
don,1
shop,2
love amazon,2
page,0
shopping amazon,2
ordered read fine,1
dark mode text,1
item,0
just,2
fix,1
shopping,1
shopping amazon,2
orders,0
like,1
products,2
really,2
app,0
amazon,1
service,0
customer,0
time,0
good,1
update,1
order,2
app,0
shop,2
like,1
want,0
amazon,0
products,2
llc start amazon,2
fha septic close,0
like,0
products,2
things,1
good,1
service,0
days,0
service,0
money,0
like,0
page,1
love,2
shop,2
delivery,1
use,0
account,1
use,2
don,1
shopping amazon,2
prices,2
lately check,2
easy,2
items,2
great,2
app,2
fix,1
order,1
really,2
search,1
make dark,2
amazing,2
phone,0
good,1
fix,1
delivery,0
updates app easy,2
item,0
order,2
time,2
service,0
really,2
need,1
great,1
year pretty,2
search,0
time,1
need,1
orders,1
love,2
delivery,1
delivery,1
page,0
want,1
amazon,1
delivery,0
app,2
need,2
delivery,2
delivery,1
use,2
time,2
amazon,1
good great products,2
make,1
shopping amazon,2
amazon,0
orders,0
orders,1
like,2
good,2
fix,1
delivery,1
use,0
amazon,1
whhaaaa,0
great,1
days,0
ve,0
great,1
prime,0
amazon,1
items,2
just,0
change,1
don,1
don,0
card,0
time,1
way,1
delivery,2
great,2
just,0
service,0
good,1
great,1
need,2
keeps,0
great good,2
account,0
time,1
use,2
delivery,2
freezing really bad,1
ve,0
change,1
shopping,0
like,1
phone,2
add countries,1
day,1
getting responding,0
amazon,0
app,1
app,2
pa konsa,2
search,0
use,0
order,2
just,0
delivery,0
amazon,1
love amazon,2
service,2
like idiot idea,1
shopping,1
app,2
constantly freeze,0
just,0
greedy sales push,0
phone,0
lot products,2
things,2
shop,2
account,0
quoted day,2
search,0
shopping,0
don,0
shopping,2
account,1
orders,1
use,2
love app sad,2
need,2
items,2
shopping,0
time,0
fix,1
just,2
search,0
don,1
fix,1
item,0
time,1
prime,0
use,0
want,2
shop,2
need,1
account,1
really,2
amazon,2
phone,0
new,0
order,1
app,1
day,1
really,2
prices,2
prime,2
item,0
items,0
time,0
customer,2
delivery,1
prices,2
great,2
slower,2
items,2
phone,1
service,2
money,0
order,2
app,0
delivery,0
love amazon,2
love amazon,2
item,0
orders,1
service,0
customer,0
search,0
products,2
good,1
app,2
easy,2
don,0
customer,0
don,0
lil improving,1
prime,1
want,1
account,1
change,1
products horrible,0
service,0
fix,1
update,1
order,0
app,1
change,1
great,2
like,0
items,1
item,0
shopping,2
just,0
time,2
phone,0
phone,1
update,0
things,1
just,1
items,0
easy,2
screen locked add,2
app haven used,2
shopping,1
orders,1
prime,2
day,1
like,1
onderfull,2
search,1
orders,0
item,0
delivery,1
shopping,0
make,1
time,0
orders,1
good,1
way,1
like,1
really,2
use,2
shopping,1
read,0
job decent,2
need,2
amazon,1
service,0
amazon,0
item,0
love,2
items,0
prices,2
search,0
customer,0
keeps,0
books currently reading,0
order,0
things,1
shopping,0
really,2
good,2
shop keeps,0
time,2
amazon,2
time,0
prime,1
app,2
good,1
fix,1
like,0
days,0
new,0
search,0
great,2
app,2
search,1
page,1
zionism,0
search,1
prime,1
orders,1
phone,0
days,0
shopping,2
delivery,2
customer,0
phone,0
app,1
don,2
service,2
like,0
buy,2
don,1
buy,1
phone,0
search,1
prime,0
love,2
nwqczlxarws inrhe mall,2
prime,0
service,0
page,1
just,0
ve looked buy,2
update,0
want,2
app,2
items,2
account,1
want,2
right way make,2
love amazon,2
loads blabk screen,0
prime,2
delivery,2
want,2
phone,0
just,0
like,1
keeps,0
need actually,2
just,1
orders,1
pick package new,0
products,2
good,1
walmart did,0
like,0
ve,0
update app completely,0
stupid hell,0
prime,1
just,2
buy,2
like,2
order,1
app,1
want,1
need,2
amazon,0
delivery,2
just,1
delivery,0
products,1
search,1
don,2
delivery,0
fix,1
buy,2
like,2
page,0
search,1
need,2
need,1
lot good,2
love,2
delivery,0
customer,0
time,0
really,2
just,2
search,0
tell site,1
seizes reason,0
want,1
app,2
bar blocks,0
want,1
like,1
delivery,0
update,0
just,1
like,1
search,1
don,0
really,2
prime,1
amazon,0
orders,1
time,0
order,0
just,1
order,0
delivery,2
search,0
really,1
shopping,2
2023 able,0
keeps,0
love amazon,2
don,0
amazon,0
easy,2
just,1
phone,0
really,2
phone,0
shopping,0
good,2
phone,0
good,1
great,1
prime,2
order,0
want,0
order,2
screen point search,1
orders,0
buy,1
just,2
change,1
way,1
like,0
just,1
love,2
ve,0
like,2
want,2
day,1
shopping,0
shopping,1
just,1
fix,1
prime,2
orders,0
just,1
days,0
want,1
looking easy simple,2
phone,1
shopping,2
like,0
hot minute,0
order,1
amazon,2
shopping,2
easy,2
page,1
delivery,0
don,0
really,2
really,2
delivery,2
service,2
new,0
like,0
phone,0
update,1
app,1
don,2
like,0
need,2
items,1
app,2
prime,1
items,1
delivery,0
price want easy,2
supporting,0
prime,1
use,0
easy,2
easy,2
like,1
new,0
regime palestine amazon,0
buy,2
delivery,2
order,2
order,0
item,0
just,1
just,0
like,2
customer,0
item,0
customer,2
time,1
really,2
app,0
prime,1
moved,2
phone,0
app,1
shopping,2
want,2
items,1
shopping,2
orders,1
good,1
app,2
don,1
order,0
time,1
search,1
like,2
phone,0
service,2
use,2
repeadly fine years,1
don,2
like,1
app,0
update,0
love,2
need,1
prime,1
new,0
prime,0
stuff delivered freeeee,2
just,2
love,2
fix,1
use,1
use,2
buy,1
want,0
app,1
shopping,0
use,1
great,1
order,2
time,2
delivery,2
great,2
like,2
need,2
device night dark,1
want,1
shopping,0
man confusing old,1
want,1
page,0
phone,1
like,0
use,0
just,0
great,2
customer,0
days,0
phone,2
don,2
search,0
amazon,1
need,2
order,0
time,2
order,0
service,0
time,2
delivery,1
time,0
haven try,1
order,2
member awesome,2
add usa,2
app,2
don,1
amazon,0
want,0
prime,1
don,0
shopping,2
buy,1
order,0
items,0
update,0
easy cancellation great,2
time,0
order,2
service,2
use,0
items,0
account,0
need,1
just,2
amazon,0
item december,0
amazon,2
new,0
shopping,0
make,1
order,0
service,0
shopping,0
day,1
shopping,2
shopping amazon,2
money,0
search bar remove,2
service,0
orders,0
don,1
prime don like,2
buy,2
don,1
customer,0
great,2
easy,2
phone,0
prices,2
great,2
customer,0
want,1
use,1
app,1
app,0
day,1
use,1
phone,2
use,2
ordering items,1
ve,0
service,0
phone,1
service,0
update,0
love,2
use,2
day,1
service,2
don,2
days,0
items,2
update,0
buy,2
just,0
shopping,2
time,1
items,0
search,1
good,1
fix,1
just,1
orders,0
fix,1
just way,2
change,1
change,1
order,0
fix,1
new,0
way,1
prices deluding customers,0
need,2
orders,0
time,0
page,1
app,1
orders,0
shop,2
item,0
prices,2
love amazon,2
don,0
ve,0
time,1
fix,1
customer,2
like,2
items,1
don,0
great,2
slower,2
item,0
change,1
need,2
shopping anytime,2
app,0
really,2
page,0
shopping amazon,2
really,2
easy,2
make dark,2
fix,1
prime,0
really,2
ve,0
time,1
fix,1
good,2
items,1
good,2
page,0
orders,1
days,0
trying orders bugy,1
prime,0
buy stuff like,1
easy,2
like useful,1
want,2
just,0
service,0
easy,2
problem shopping online,2
want,2
llc start amazon,2
really,2
use,2
instructions trust,0
delivery,1
shop,2
working freezing,0
prime,1
shopping,1
items,1
items,1
delivery,0
account,0
love amazon,2
order,0
items,2
just,2
update,1
section add,2
days,0
customer,0
just,0
page,0
shopping,2
update,1
customer,2
really,2
orders,1
don,1
service,0
want,1
like,1
products horrible customer,0
amazon,1
use,0
like,2
just,2
love amazon,2
app,1
delivery,0
buy,2
time,0
fix,0
search,1
buy,2
need,2
need,1
search,1
orders loads lot,1
orders,1
really,2
orders,1
want,1
good,1
cause shown cheap,1
need,2
app,2
easy,2
service,2
want,2
orders,1
orders,0
account,0
love,2
page,0
app,0
order,2
awkward unnecessary,1
prices,2
time,2
orders,1
don,0
buy,2
prime,1
day,1
don,1
delivery,0
just,1
great,2
like,0
variety love prime,2
order,0
iteams experience,2
order,2
update,0
like,1
items,0
amazon,1
streams home,2
prime,0
time,2
money,0
recommending products,1
items,0
use,2
just,0
shopping,1
easy,2
just,1
good,1
page,0
easy,2
happens rest perfect,1
want,1
lists severely,2
prime,2
want,2
shopping,2
new,0
updating,2
shop,2
shop,2
want,2
love amazon,2
like,2
orders,0
amazon,1
update,1
want,1
like,2
app,1
need,1
want,1
shop,2
buy,2
order,0
good,1
like,2
app,1
customer,0
use,0
amazon,1
use,0
prime,1
customer,0
items,0
great,2
days,0
phone,0
fast expensive,2
customer,0
amazon,0
great,2
just,1
phone,0
shop,2
shopping,2
like,1
items,0
shopping,1
shopping amazon,2
page,1
keeps,0
online way shop,2
steam card want,2
way,1
things,1
day,1
things,1
fast delivery easy,2
search,0
prime,1
fix,0
ic receive,2
search,1
app,0
phone,0
shopping,1
amazon,2
app,1
love thing sane,2
turn profit,2
great,2
change,1
update,0
time,2
time,2
delivery,0
prime don like,2
really,2
like,0
fix,1
new,0
pages women clothing,0
amazon,2
phone,0
search,1
fix,1
items,2
use,2
easy,2
update,0
shopping great dont,1
search,0
items,0
phone,0
constantly getting,0
great,1
use,1
wa,1
want,2
want,2
search,1
orders,1
want,1
use,2
isn formatted properly,2
fix,1
use,0
works slow,1
prices,2
use,1
search,1
q0t nwqczlxarws inrhe,2
buy,1
need,1
time,2
mode white,1
plastenian,0
prime,1
phone,1
search,0
shopping amazon,2
ve,0
like,1
update,0
phone,0
way,1
page,1
buy,1
shopping,2
search,0
way,1
want,1
service,2
app,1
good,2
amazon,2
just,1
products,2
like,1
amazon,2
order,1
use,1
prime,2
use,0
easy,2
delivery,2
shopping,1
want,1
order,1
delivery,1
card,0
items,1
don,0
phone,0
don,1
items,1
delivery,0
search,1
app,0
items,0
buy,2
fix,1
update,0
like,1
phone,0
phone,1
use,0
just,2
prices,2
keeps,0
shopping,1
like,2
don,0
search,0
page,0
page,0
want,1
love,2
update,0
need,2
shopping,0
service,0
search,1
shopping,2
delivery,1
don,1
delivery,1
fix,0
really,2
easy,2
update,1
really,2
items,2
update,1
orders,0
app,0
way,1
shopping,1
delivery,0
order,1
great,1
just,1
app,2
order,1
products,2
time,2
good,1
prices,2
like,0
love amazon,2
tried million times,0
bar seriously,1
ve,0
amazon,2
want,0
just,0
order,2
item,0
update,1
keeps,0
need,2
really,2
just,1
add tamara buying,2
phone,0
ve,0
don,1
customer,0
products,1
amazon,2
don,0
items,2
items,0
time,2
good,1
orders,0
great,2
days,0
payment lies delays,0
page,1
day,1
great,2
update,1
customer,0
customer,0
love,2
shopping amazon,2
time,2
just,2
amazon,2
phone,0
money,0
app,1
shopping,2
service,0
like,0
app,1
like,0
don,1
shopping,1
plus phone app,0
items,0
don,2
shopping,1
great,2
just,1
app,0
prices,2
account,1
service,0
app,0
just,0
good,1
love,2
account,0
just,2
delivery,1
works inhumanity,0
great,1
delivery,1
change,1
update,0
fan search,2
share button,1
great,1
time,1
just,1
card,0
app,0
amazon,0
orders,0
good,1
orders,1
just,1
don,1
update,0
account,1
time,1
worked recent update,1
update,0
want,0
prime,0
great,2
prime,1
prime,0
products,2
don,1
just,2
phone,1
orders,1
love,2
like,0
amazon,2
shopping,0
need,2
program best,2
really,1
great,2
like,0
user friendly interface,1
easy,2
email address,2
fix,1
way,1
use,2
prime,1
amazon,0
need,1
update,1
prices,2
delivery,1
don,1
prime,0
shopping,0
search,0
search,0
use,2
update,1
want,1
need,2
easy,2
great,1
easy,2
love amazon,2
prime,0
customer,0
just,2
update,0
doesn open,0
like,0
amazon,2
don,1
app,2
prices,2
delivery,2
don,0
app,1
order,0
don,0
update,0
phone,0
card,0
days,0
page,1
looking check fast,2
account,1
order,1
phone,2
just,2
year fix,0
need,1
money need,2
things,1
items,0
day,1
days,0
like,1
delivery,0
prime,0
phone,0
just,1
service,0
change,1
great,2
search,0
fix,0
great,1
amazon,0
use,1
items,1
shop,2
items,2
update,0
app,0
app,0
shopping,0
like,2
use,1
new,0
order,2
navigation holiday,2
prime,2
versions reliable friendly,1
search,0
love,2
amazon,1
buy,2
don,0
like,0
order,2
delivery,2
shopping,0
shopping,1
easy,2
phone,2
shopping amazon,2
use,2
use,0
want,1
keeps,0
use,1
amazon,1
update,1
amazon,0
good,1
want,0
search,1
good,1
use,2
like,1
don,0
slow update,2
shopping amazon,2
don,2
like,0
need got wanted,2
like,0
time,2
things,2
new,0
order,1
service,0
just,2
use,2
prime,2
amazon,0
products,2
change,1
order,1
delivery,1
ve,0
don,2
days,0
easy,2
sitting couch having,2
prime,1
products,2
great,2
use,0
prime,2
need,2
good,1
phone,1
amazon,0
service,2
prices,2
account,0
shopping,0
really,2
time,1
just,0
app,1
order,1
update,0
use,0
delivery,1
just,0
app,1
customer,0
fix,1
good,2
account,0
prompt delivery,2
prices,2
good,2
app,0
good,2
keeps,0
shopping amazon,2
phone,0
amazon,2
need,1
service,0
shopping,1
quickly idea going,2
products,2
keeps,0
items,1
good,2
orders,0
order,2
prime,2
want,1
update,0
delivery,0
good,2
service,0
use,1
love,2
really,1
customer service,0
use,0
shopping,1
update,0
orders,0
order,0
use,0
couldn looking need,2
free product,2
love amazon,2
orders,1
card,0
like,0
days,0
things,1
search,0
order,0
need,1
shopping,1
new,0
time,0
fix,1
great,1
products,1
just,2
fix,1
good,2
prime,1
way,1
phone,0
prime,1
need,2
new,0
page,0
order,0
items,0
time,2
service,2
app,0
upgraded time amazing,2
prime,2
screen opening,2
delivery,1
really,2
things,1
don,1
want,0
order,0
page,1
new,0
old man confusing,1
don,1
amazon,0
good,1
phone,1
amazon,2
fix,1
like,2
just,1
change,1
phone,0
time,2
knocking long,0
prices,2
update,0
buy,1
update,0
good,1
items,1
order,1
great,1
easy,2
delivery,0
orders,1
time,1
need,1
search,0
customer,0
things,2
change,1
time,0
order,0
use,2
shopping,0
just,0
service,0
just,1
orders,0
shopping,1
just,2
time,1
want,0
customer,0
items,1
delivery,1
doesn appear checkout,0
time,2
search,0
easy use day,2
delivery,0
shopping,2
days,0
fix,1
delivery,2
need,2
service,2
good,2
service,0
prime,0
fix,0
way,2
shopping amazon,2
english buying amazon,0
phone,2
just,0
amazon,0
shop,2
love,2
amazon lot,2
need,1
page,0
page,1
time,1
amazon,0
delivery,2
new,0
service,2
lists heart aside,0
items,2
great,2
shopping,1
orders,0
prime,2
amazon,1
time,1
app,0
app,2
prime,2
update,1
use,2
filters star,0
want,1
time,1
online way,2
time,0
really,2
prime,2
orders,1
don,0
like,1
want,0
miss understanding amazon,2
need,1
app,2
time,0
delivery,1
shop,2
package second time,0
use,2
amazon,2
love,2
good,2
really,1
good,2
need,1
just,0
update,0
shopping,2
looking letting,2
like,0
time,2
neck,1
shopping,2
shopping,1
great,2
time,1
delivery,1
want,0
account,0
orders,0
app,2
delivery,0
good,2
delivery,2
orders,0
amazon,1
just,0
amazon,1
items,0
update,1
stalls frustrating happy,0
make,1
difficult use bangladesh,1
products,2
great,2
don,1
time,2
order,1
love,2
archived,2
good,2
just,2
phone,0
customer,0
great,2
things,2
crashing constantly latest,0
shop,2
just,1
fix,1
page,1
prime,2
phone,0
like,2
item locker,0
orders,1
prime,0
don,1
really,2
don,0
want,1
work trust,1
people updates,0
delivery,0
delivery,2
search,1
good,1
order,2
like,1
amazon,2
great,1
prime,0
don,0
fix,1
shopping,2
update,0
customer,0
item,0
use,0
just,0
orders,0
want,0
good,2
shopping,1
shop,2
great,2
update,1
don,2
delivery,1
use,0
y16,2
things,1
prime,0
want,0
search,1
le tine,0
orders,1
service,0
shopping,2
amazon,0
need,2
delivery,1
easy,2
time,0
money,0
shopping,0
use,0
update,0
money,0
customer,0
products,2
good,2
search bar,1
time,1
ve,0
ve,0
want,1
phone,1
delivery,2
just,1
like,0
want need,2
delivery,1
web shooter bought,0
update,1
customer,0
search,1
items,2
prime,1
shopping great dont,1
products,1
prime,2
orders,1
don,0
item,0
change,1
items,2
lots good,2
really,2
shop,2
just,0
don,1
app,2
buy,2
great,2
shopping,0
love,2
want,0
order,2
use,0
don,1
app,1
days,0
explorer small,2
little high tax,1
prime,0
delivery,2
prime,2
delivery,2
search,0
order,2
items,0
don,0
shopping,0
order,2
app,2
keeps,0
couldn looking,2
buy,2
need,2
delivery,0
really,2
prime,0
prices long,0
update,1
orders,0
app,0
just,2
keeps,0
search,0
prime,0
app,2
want,1
long just started,1
update,1
app,0
way,1
fix,0
service,2
delivery,0
great,2
prime,1
great,2
order,0
shopping,1
just,2
don,0
items,0
change,1
amazon,2
good condition time,2
order,0
good,2
time,1
love amazon,2
service,0
fix,0
whenver ready,2
customer,0
like,0
search,1
order,0
items,0
good,2
shopping,2
like,1
want,1
items,0
good,1
like,2
account,1
use,1
search,0
shopping,2
time,0
account,1
million times,0
ve,0
use,1
app,0
wish gps,2
keeps,0
new,0
glitches app stopping,1
things,2
just,2
online amazon good,2
orders,0
item,0
prime,1
great,2
prime,0
issue acting,0
don,1
amazon,2
customer,0
page,0
don,2
delivery,1
want,0
orders,1
delivery,1
great,2
like,0
love amazon,2
good,1
time,0
really,2
page,0
shooter bought,0
time,1
love amazon,2
delivery,1
shopping,1
update,1
time,0
good,2
easy,2
want,2
way,1
great stuff,2
service,2
service,2
amazon,1
keeps,0
service,2
orders,1
time,2
great,1
order,2
buy,1
stars actually,1
amazon,0
think search improved,2
things,1
days,0
just,0
good,1
use,0
items,1
know amazon,2
ve,0
service,0
shop,2
easy,2
use,2
phone,2
needed functions use,1
items,1
customer,0
stole 101 dollars,0
things,2
service,0
order,2
zaroori hay,2
prime,1
shopping problem app,2
search,0
like,1
order,0
easy looking,2
prime,0
ve,0
order,1
dark mode order,2
order,0
app,2
update,1
want,1
use,1
order,0
customer,0
like,1
delivery,0
products,1
time,1
easy,2
shopping,0
page,1
need,2
change,1
recommend excellent couldn,2
need,2
update,1
just,2
order,2
update,1
easy,2
change,1
don,0
just,1
prime,2
great,1
inconsistent,2
update,1
delivery,2
products,1
items,0
page,0
things,1
order,2
search,0
like,0
like,0
just,0
don,1
ve,0
keeps,0
want,1
days,0
account,0
days,0
love,2
order,0
day,1
shopping amazon,2
want,1
account,1
phone,1
orders,0
order,1
item,0
use,0
app,2
like,1
just,0
amazon,1
really,2
use,2
amazon,0
just,1
app,2
just,1
order,1
good,2
change,1
just,0
prime,0
prices long,0
want,1
items,1
amazon,2
prime,1
use,2
time,0
orders,1
don,1
best pure,2
customer service planet,2
amazon,2
great,2
genocide works,0
good,2
don,1
app,1
order,1
let going arrive,2
just,0
update,0
prime,1
like,1
don,2
prime,1
just,0
shopping,0
update,0
use,1
search,0
easy,2
service,0
amazon,2
want,0
need,2
search,0
buy,1
customer,0
time,0
customer,0
like,2
don,1
fix,1
just,1
easy returns,2
service,2
amazon,0
service,0
use,0
say smile,2
item,0
account,1
walmart did just,0
shopping,2
dark mode setting,1
want,1
page,0
amazon,0
amazon lot products,2
customer,0
order,0
order,0
update,0
really,2
use,0
prime,2
amazon,1
good,2
order,1
use,2
phone,0
items,1
time,1
don,2
delivery,0
payment lies delays,0
update,0
app,1
delivery,1
need,1
list easily,0
service ic receive,2
amazon,0
amazon,2
background dark,1
want,1
items,0
phone,0
order,0
items,2
app,2
prime,1
don,2
shopping,1
phone,2
ve,0
day,1
order,1
amazon,1
update,1
shop,2
amazon,1
delivery,1
items,2
use,2
don,0
plus phone,0
good,1
want,1
service,0
love,2
change,1
customer,0
order,2
prime,0
prime,1
amazon,1
like,1
good,1
want,2
saw wa 332,1
need,1
service,0
phone,2
items,1
shopping,0
delivery,1
money,0
items,1
good,1
app,2
order,2
need,1
prime,1
customer,2
fix,1
customer,0
update,0
like,2
service,2
don,2
use,1
supports,0
just,0
app,0
use,2
pleasea weswqawwqw zd,2
items,2
order,1
love,2
good,1
change,1
lots great deals,2
time,0
item,0
need,1
items,1
service,0
shopping,2
don,1
shopping,0
need,1
page,0
use,2
shopping amazon,2
products,1
order,2
hear convenient need,2
like,1
order,1
shopping,1
use,2
phone,1
just,1
items,0
just,2
great,2
ve,0
time,0
just way,2
item,0
update,1
order,1
items,0
need,2
service,2
orders,1
days,0
want,1
use,1
like,1
app,2
shop,2
rare don looking,2
shopping,1
days,0
want,0
need,2
need,1
recommended want cancel,0
just,2
use,1
just,2
prices,2
stuff fast time,2
order,0
works time,1
prime,1
phone,2
don,0
item,0
phone,1
really,1
time,1
don,0
good,2
items,0
time,2
update,0
use,0
amazon,0
products,2
products,2
people big time,1
order,1
like,0
use,1
things,1
don,0
shop,2
don,1
don,2
ve,0
time,0
items,2
orders,0
need,2
delivery,0
fix,1
notifications forcing,0
amazon,2
orders,0
fix,1
shopping,1
prime,2
good,1
phone,1
like,2
really,1
card,0
app,1
easy,2
use,1
need,1
time,2
orders,1
don,1
easy,2
shopping amazon,2
update,0
day,1
time,1
orders,0
use,0
prime,1
bar,2
app,1
fix,1
customer,0
items,0
removes bad,1
love,2
phone,1
prime,2
easy,2
like,0
fix,1
update,0
just,0
don,0
prices fast,2
just,1
change,1
prime,0
just,2
need,2
order,1
amazon,1
use,2
like,1
search,1
money,0
like,2
delivery,2
products,1
shopping,0
prices availability,2
don,2
items,0
new,0
time,1
ve,0
great,2
positive comment wonderful,2
phone,2
really,2
search,1
shop,2
service,2
like,0
app,1
orders,1
buy,1
love,2
good,2
shopping amazon,2
prime,1
easy,2
page,0
prime,2
amazon,0
want,0
phone,0
just,2
items,2
mass manufactured,1
phone,2
make,1
order,0
phone,1
use,2
app,0
new,0
make,1
like,2
order,0
amazon,1
want,1
delivery,2
search,1
just,0
orders,0
love amazon,2
deliveries returning easy,2
amazon,2
great,2
use,2
phone,1
phone,0
customer,2
delivery,1
order,2
buy,1
item,0
prime,0
good,2
load cart,0
fix,1
service,2
orders,0
use,2
need,2
day,1
late app,0
search,0
amazon,2
need advisors information,1
like long,1
things,2
don,0
superb quick delivery,2
keeps,0
just,1
make mistake missed,2
want,0
app,0
like,1
products,2
want,0
days,0
order,1
make wish,0
customer,0
customer,0
love,2
items,2
products,1
prime,2
good benefits prime,2
money,0
like reveiw,2
app,0
don,1
card,0
update,1
order,1
need,1
change,1
don,2
usually awesome,1
items,0
need,1
item,0
prime,1
easy,2
use,0
don,0
like,1
app,0
use bangladesh,1
really,2
good,1
great,1
fix,1
cat food shipped,2
want,0
products,2
great,2
amazon,1
don,2
search,1
like,0
prime,1
use,0
service,0
fix,0
items,1
great,1
products,1
problems signing acount,1
change,1
day,1
don,1
like,0
like,2
time,1
does,2
love amazon,2
order,0
search,0
love,2
service,2
keeps freezing really,1
items,2
ve,0
items,2
way,1
service,0
just,1
product useless,0
shop,2
love amazon,2
amazon,0
item,0
order,0
don,2
use,1
orders,1
amazon,2
items,2
order,2
fix,0
use,1
just,1
like,2
like,2
time,2
items,0
just,2
use,0
shop,2
update,0
getting delivered hopefully,1
update,0
use,2
fix,0
easy,2
ve,0
